id,begin_date,end_date,type,paperless_billing,payment_method,monthly_charges,total_charges,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,gender,senior_citizen,partner,dependents,multiple_lines,target
6551,2019-08-01,,One year,No,Mailed check,25.1,171.0,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,Yes,0
6553,2017-12-01,,One year,No,Mailed check,60.7,1597.4,DSL,No,No,Yes,No,No,Yes,Female,1,Yes,No,No,0
6555,2016-02-01,,One year,Yes,Electronic check,99.0,4744.35,Fiber optic,No,Yes,No,No,Yes,Yes,Male,1,No,No,Yes,0
6556,2014-10-01,,One year,Yes,Bank transfer (automatic),104.4,6721.6,Fiber optic,Yes,No,No,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
6557,2019-07-01,2019-10-01,Month-to-month,No,Electronic check,83.75,247.25,Fiber optic,No,Yes,No,No,Yes,No,Female,0,No,No,No,1
6558,2020-01-01,,Month-to-month,Yes,Bank transfer (automatic),44.05,44.05,DSL,No,No,No,No,No,No,Male,0,No,No,No,0
6559,2014-02-01,,Two year,No,Credit card (automatic),24.1,1734.65,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,0
6561,2015-11-01,,Month-to-month,Yes,Electronic check,93.8,4539.35,Fiber optic,Yes,Yes,No,No,No,Yes,Female,0,Yes,Yes,Yes,0
6562,2016-09-01,,Two year,No,Bank transfer (automatic),19.7,804.25,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
6566,2014-02-01,,Two year,Yes,Credit card (automatic),70.65,5011.15,DSL,Yes,Yes,Yes,No,Yes,No,Female,0,Yes,Yes,No,0
6569,2016-07-01,,Two year,No,Credit card (automatic),86.45,3574.5,DSL,Yes,Yes,No,Yes,Yes,Yes,Female,0,Yes,No,Yes,0
6571,2014-02-01,,Two year,Yes,Credit card (automatic),114.1,8086.4,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,No,Yes,0
6573,2016-03-01,,One year,Yes,Credit card (automatic),95.2,4563.0,Fiber optic,No,No,No,No,Yes,Yes,Male,0,Yes,No,Yes,0
6575,2014-02-01,,Two year,No,Credit card (automatic),88.55,6362.35,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,No,No,Yes,0
6579,2019-11-01,,Month-to-month,Yes,Credit card (automatic),20.75,67.1,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
6581,2019-12-01,2020-01-01,Month-to-month,Yes,Electronic check,70.05,70.05,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,1
6583,2019-10-01,2019-12-01,Month-to-month,Yes,Electronic check,86.0,165.45,Fiber optic,No,No,No,No,No,Yes,Male,0,No,No,Yes,1
6587,2017-12-01,,Month-to-month,Yes,Bank transfer (automatic),44.65,1156.55,DSL,Yes,Yes,No,No,No,Yes,Male,0,No,No,No,0
6590,2017-09-01,,Month-to-month,Yes,Mailed check,60.2,1834.15,DSL,Yes,No,No,No,No,Yes,Male,0,Yes,Yes,No,0
6592,2016-11-01,2019-10-01,Month-to-month,Yes,Bank transfer (automatic),100.5,3653.35,Fiber optic,Yes,Yes,No,Yes,Yes,No,Female,1,Yes,No,Yes,1
6594,2017-11-01,,One year,No,Bank transfer (automatic),55.45,1477.65,DSL,Yes,Yes,No,No,No,No,Male,0,No,No,No,0
6596,2018-02-01,,Month-to-month,Yes,Credit card (automatic),70.3,1706.45,DSL,Yes,Yes,No,Yes,No,Yes,Male,0,Yes,Yes,No,0
6598,2014-07-01,,Two year,Yes,Bank transfer (automatic),60.4,3953.7,DSL,Yes,No,Yes,Yes,No,No,Male,0,Yes,Yes,No,0
6600,2018-08-01,2019-12-01,Month-to-month,No,Electronic check,72.65,1194.3,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,1
6602,2018-03-01,,One year,No,Bank transfer (automatic),55.8,1327.85,DSL,No,Yes,Yes,No,No,No,Female,0,No,No,No,0
6604,2018-12-01,,Month-to-month,Yes,Mailed check,31.1,419.7,DSL,No,Yes,No,No,No,No,Male,0,No,No,No,0
6606,2019-09-01,2019-10-01,Month-to-month,Yes,Electronic check,21.0,21.0,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,1
6608,2019-10-01,2019-11-01,Month-to-month,No,Mailed check,45.1,45.1,DSL,No,No,No,No,No,No,Female,1,No,No,No,1
6610,2019-10-01,,Month-to-month,Yes,Credit card (automatic),50.95,207.35,DSL,No,Yes,No,No,Yes,Yes,Male,1,No,No,No,0
6612,2018-10-01,,Month-to-month,Yes,Electronic check,69.1,1083.7,DSL,Yes,Yes,No,No,No,Yes,Male,0,No,Yes,Yes,0
6615,2016-04-01,,Month-to-month,Yes,Electronic check,43.95,2007.85,DSL,No,No,No,No,Yes,Yes,Female,0,Yes,No,No,0
6617,2014-06-01,,Two year,Yes,Bank transfer (automatic),86.5,5882.75,DSL,Yes,Yes,No,Yes,Yes,Yes,Male,0,No,Yes,Yes,0
6619,2016-12-01,,Month-to-month,No,Electronic check,69.95,2657.55,DSL,Yes,Yes,Yes,Yes,No,No,Male,0,No,No,Yes,0
6621,2017-06-01,2019-12-01,Month-to-month,Yes,Bank transfer (automatic),50.4,1527.5,DSL,No,Yes,No,No,No,No,Male,1,Yes,No,No,1
6623,2019-07-01,2019-12-01,Month-to-month,No,Electronic check,78.95,378.4,Fiber optic,No,No,No,No,No,Yes,Female,1,No,No,No,1
6625,2018-09-01,,Month-to-month,Yes,Credit card (automatic),90.95,1612.2,Fiber optic,No,Yes,Yes,No,No,Yes,Male,0,No,No,No,0
6627,2019-10-01,,Two year,No,Mailed check,19.9,76.65,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
6629,2019-02-01,,One year,No,Electronic check,20.15,260.7,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
6631,2014-02-01,,Two year,Yes,Credit card (automatic),90.6,6441.85,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,0
6633,2019-11-01,,Month-to-month,Yes,Electronic check,92.0,266.8,Fiber optic,No,No,No,No,Yes,Yes,Male,0,No,No,No,0
6635,2015-05-01,2020-01-01,Month-to-month,Yes,Electronic check,94.45,5124.6,Fiber optic,No,Yes,No,Yes,No,Yes,Male,0,No,No,Yes,1
6637,2016-09-01,,One year,Yes,Mailed check,24.85,962.25,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,0
6639,2016-10-01,,One year,No,Credit card (automatic),36.0,1382.9,DSL,No,Yes,No,Yes,No,No,Male,0,No,No,No,0
6641,2019-07-01,,Month-to-month,Yes,Electronic check,78.5,571.05,DSL,Yes,Yes,No,Yes,Yes,Yes,Female,0,No,No,No,0
6643,2014-05-01,,Two year,No,Credit card (automatic),19.95,1399.35,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
6645,2019-07-01,,One year,No,Mailed check,20.65,150.0,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
6647,2019-09-01,,Month-to-month,Yes,Electronic check,30.5,167.2,DSL,No,Yes,No,No,No,No,Female,0,Yes,Yes,No,0
6649,2014-02-01,,Two year,No,Credit card (automatic),106.1,7657.4,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Female,0,Yes,Yes,Yes,0
6651,2016-06-01,,One year,Yes,Bank transfer (automatic),20.5,865.05,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
6653,2014-09-01,,One year,Yes,Electronic check,95.5,6153.85,Fiber optic,No,Yes,Yes,No,Yes,No,Female,0,No,No,Yes,0
6655,2019-11-01,,Month-to-month,No,Electronic check,64.6,174.2,DSL,No,No,No,Yes,Yes,No,Female,0,No,No,Yes,0
6657,2018-02-01,,Month-to-month,Yes,Credit card (automatic),51.1,1269.6,DSL,No,No,No,Yes,No,No,Male,0,No,No,No,0
6659,2016-02-01,2019-10-01,Month-to-month,Yes,Bank transfer (automatic),84.8,3862.55,Fiber optic,No,Yes,Yes,No,No,No,Female,0,No,No,Yes,1
6661,2014-02-01,,Two year,No,Credit card (automatic),89.1,6352.4,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,1,Yes,No,Yes,0
6663,2018-02-01,,Month-to-month,No,Electronic check,54.95,1348.5,DSL,Yes,No,No,Yes,No,No,Male,0,No,No,No,0
6665,2019-09-01,2019-10-01,Month-to-month,No,Mailed check,50.9,50.9,DSL,No,No,Yes,No,No,No,Male,0,No,No,No,1
6670,2018-04-01,,Month-to-month,Yes,Bank transfer (automatic),20.45,471.55,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,No,0
6671,2014-04-01,,Two year,Yes,Credit card (automatic),85.95,5931.75,DSL,No,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,0
6672,2018-01-01,,Month-to-month,No,Electronic check,60.35,1404.65,DSL,No,No,No,No,Yes,No,Male,0,Yes,Yes,Yes,0
6673,2017-01-01,,Two year,No,Bank transfer (automatic),19.8,726.1,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
6674,2018-04-01,,Month-to-month,No,Bank transfer (automatic),85.35,1961.6,Fiber optic,No,No,No,No,Yes,No,Female,1,Yes,Yes,Yes,0
6676,2015-03-01,,Two year,Yes,Bank transfer (automatic),72.1,4194.85,DSL,No,No,Yes,Yes,Yes,No,Female,0,Yes,Yes,Yes,0
6678,2015-10-01,2019-11-01,Month-to-month,Yes,Electronic check,99.8,4872.45,Fiber optic,No,No,Yes,No,Yes,Yes,Male,0,Yes,Yes,Yes,1
6680,2016-02-01,2020-01-01,Month-to-month,Yes,Bank transfer (automatic),107.35,5118.95,Fiber optic,No,No,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,1
6682,2017-06-01,2020-01-01,Month-to-month,Yes,Mailed check,19.55,658.95,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,1
6683,2020-01-01,,Month-to-month,Yes,Electronic check,81.05,81.05,Fiber optic,No,No,No,No,No,Yes,Male,0,Yes,Yes,No,0
6685,2019-11-01,,Month-to-month,Yes,Electronic check,20.5,76.95,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
6687,2015-09-01,,One year,Yes,Bank transfer (automatic),111.8,5809.75,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,0
6689,2018-06-01,,One year,Yes,Mailed check,19.7,415.9,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
6691,2019-10-01,2020-01-01,Month-to-month,Yes,Electronic check,79.1,246.5,Fiber optic,Yes,Yes,No,No,No,No,Female,0,No,No,No,1
6692,2015-11-01,,One year,Yes,Bank transfer (automatic),19.85,996.95,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
6694,2015-11-01,,One year,Yes,Bank transfer (automatic),60.5,3145.15,DSL,Yes,Yes,No,Yes,No,No,Female,0,Yes,No,No,0
6696,2019-01-01,,Two year,No,Mailed check,19.55,265.3,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
6698,2020-01-01,,Month-to-month,No,Mailed check,20.9,20.9,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
6700,2020-01-01,,Month-to-month,Yes,Mailed check,21.05,21.05,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,No,0
6702,2014-11-01,,One year,No,Electronic check,71.5,4576.3,DSL,Yes,Yes,Yes,Yes,No,No,Male,0,No,No,Yes,0
6704,2019-11-01,,Month-to-month,No,Mailed check,54.65,189.1,DSL,No,No,No,No,No,Yes,Male,0,No,No,No,0
6706,2016-04-01,,Two year,No,Credit card (automatic),19.2,908.15,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
6708,2020-01-01,,Month-to-month,Yes,Credit card (automatic),49.8,49.8,DSL,No,No,No,No,No,No,Male,0,No,No,Yes,0
6710,2019-02-01,2019-10-01,Month-to-month,No,Mailed check,25.5,215.2,DSL,No,No,No,No,No,No,Male,0,No,Yes,No,1
6712,2014-03-01,,Two year,No,Bank transfer (automatic),20.5,1500.95,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
6714,2015-07-01,,Month-to-month,Yes,Credit card (automatic),90.4,5099.15,Fiber optic,No,No,Yes,No,Yes,No,Male,0,Yes,Yes,Yes,0
6716,2014-04-01,,One year,Yes,Bank transfer (automatic),90.25,6385.95,Fiber optic,No,Yes,Yes,Yes,No,No,Female,0,No,No,Yes,0
6718,2019-10-01,2019-12-01,Month-to-month,No,Electronic check,80.75,159.45,Fiber optic,No,No,No,No,No,Yes,Female,0,No,No,No,1
6720,2014-07-01,,Two year,No,Bank transfer (automatic),104.6,6885.75,Fiber optic,Yes,No,No,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,0
6721,2014-07-01,2019-12-01,Month-to-month,Yes,Bank transfer (automatic),91.85,5940.85,Fiber optic,No,Yes,No,No,Yes,No,Male,0,Yes,No,Yes,1
6723,2018-12-01,,Month-to-month,No,Credit card (automatic),50.2,668.85,DSL,No,No,Yes,No,No,No,Male,0,Yes,No,No,0
6725,2018-06-01,,Month-to-month,Yes,Bank transfer (automatic),95.5,1916.2,Fiber optic,No,No,Yes,Yes,No,Yes,Female,0,Yes,Yes,Yes,0
6727,2019-11-01,2019-12-01,Month-to-month,Yes,Electronic check,75.35,75.35,Fiber optic,No,Yes,No,No,No,No,Male,0,No,Yes,No,1
6729,2019-11-01,2019-12-01,Month-to-month,Yes,Electronic check,75.45,75.45,Fiber optic,No,No,No,No,No,No,Male,0,No,No,Yes,1
6731,2016-01-01,,Month-to-month,Yes,Bank transfer (automatic),95.4,4613.95,Fiber optic,No,No,No,No,Yes,Yes,Female,0,Yes,Yes,Yes,0
6733,2014-02-01,,Two year,Yes,Bank transfer (automatic),101.3,7261.25,Fiber optic,Yes,Yes,Yes,No,Yes,No,Female,0,No,No,Yes,0
6735,2016-04-01,,Month-to-month,No,Electronic check,53.1,2459.8,DSL,Yes,No,No,No,No,No,Female,0,Yes,No,Yes,0
6737,2018-02-01,,Month-to-month,Yes,Bank transfer (automatic),84.85,2048.8,Fiber optic,No,Yes,Yes,No,No,No,Male,0,No,No,Yes,0
6739,2019-09-01,,Month-to-month,No,Electronic check,34.25,163.55,DSL,No,Yes,No,Yes,No,No,Female,0,Yes,Yes,No,0
6741,2017-05-01,,Month-to-month,No,Credit card (automatic),88.6,2888.7,Fiber optic,No,Yes,Yes,Yes,No,No,Female,0,Yes,Yes,Yes,0
6743,2016-08-01,,One year,Yes,Bank transfer (automatic),60.15,2421.6,DSL,Yes,Yes,No,No,No,No,Female,0,No,No,Yes,0
6745,2018-03-01,,One year,Yes,Credit card (automatic),99.95,2292.75,Fiber optic,Yes,No,Yes,No,Yes,Yes,Male,0,No,No,No,0
6747,2019-06-01,,Month-to-month,No,Bank transfer (automatic),70.7,553.4,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
6749,2014-08-01,,One year,Yes,Mailed check,54.8,3465.7,DSL,Yes,Yes,No,No,No,No,Male,0,No,No,No,0
6751,2017-11-01,2019-11-01,Month-to-month,Yes,Bank transfer (automatic),49.55,1210.4,DSL,Yes,No,No,No,No,No,Male,0,No,No,No,1
6753,2018-02-01,,Month-to-month,No,Credit card (automatic),54.8,1291.3,DSL,No,Yes,No,No,No,No,Male,1,No,No,Yes,0
6755,2014-01-01,2019-10-01,One year,Yes,Credit card (automatic),78.6,5356.45,DSL,Yes,Yes,Yes,Yes,No,Yes,Male,0,No,No,Yes,1
6757,2015-09-01,,One year,Yes,Mailed check,100.3,5200.8,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,0,No,No,No,0
6759,2015-02-01,,Two year,No,Electronic check,53.6,3237.05,DSL,Yes,No,Yes,No,Yes,Yes,Female,0,No,No,No,0
6761,2019-04-01,2019-11-01,Month-to-month,Yes,Electronic check,81.1,576.65,Fiber optic,No,No,No,No,Yes,No,Female,0,Yes,No,No,1
6763,2018-06-01,,One year,Yes,Credit card (automatic),19.35,433.75,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
6765,2018-03-01,,Month-to-month,No,Electronic check,85.6,1868.4,Fiber optic,No,No,No,No,No,Yes,Female,0,Yes,Yes,Yes,0
6767,2014-02-01,,Two year,Yes,Electronic check,80.8,5728.55,DSL,Yes,No,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,No,0
6769,2019-02-01,2020-01-01,Month-to-month,Yes,Electronic check,74.95,825.7,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,Yes,1
6771,2018-05-01,,Two year,No,Mailed check,19.6,390.4,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
6773,2019-12-01,2020-01-01,Month-to-month,Yes,Electronic check,93.55,93.55,Fiber optic,No,No,No,No,Yes,Yes,Male,1,No,No,Yes,1
6775,2017-07-01,,Month-to-month,Yes,Electronic check,90.7,2845.15,Fiber optic,No,Yes,No,No,Yes,No,Male,1,No,No,Yes,0
6777,2015-05-01,,Two year,No,Mailed check,69.75,3894.4,DSL,No,Yes,Yes,Yes,Yes,No,Female,0,No,No,No,0
6778,2016-05-01,,Two year,Yes,Bank transfer (automatic),20.0,886.4,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
6780,2019-04-01,,Month-to-month,Yes,Electronic check,95.25,1021.55,Fiber optic,No,Yes,Yes,No,No,Yes,Male,0,No,No,Yes,0
6782,2015-02-01,2019-12-01,Month-to-month,Yes,Credit card (automatic),102.1,5885.4,Fiber optic,No,No,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,1
6784,2018-12-01,,Month-to-month,No,Mailed check,19.95,268.4,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,No,0
6786,2017-11-01,,One year,No,Mailed check,80.85,2204.35,DSL,Yes,No,No,Yes,Yes,Yes,Male,0,Yes,No,Yes,0
6788,2018-11-01,2020-01-01,Month-to-month,Yes,Bank transfer (automatic),90.9,1259.0,Fiber optic,No,Yes,No,No,No,Yes,Female,0,Yes,Yes,Yes,1
6790,2018-12-01,2019-12-01,Month-to-month,No,Mailed check,29.2,309.1,DSL,No,Yes,No,No,No,No,Female,0,Yes,Yes,No,1
6792,2014-05-01,,Two year,Yes,Bank transfer (automatic),93.3,6398.05,Fiber optic,No,Yes,No,Yes,No,Yes,Female,0,Yes,Yes,Yes,0
6794,2017-12-01,2020-01-01,Month-to-month,Yes,Bank transfer (automatic),89.15,2257.75,Fiber optic,No,Yes,Yes,No,Yes,No,Female,0,Yes,Yes,No,1
6796,2015-03-01,2020-01-01,One year,Yes,Electronic check,108.85,6287.25,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Male,1,Yes,No,Yes,1
6798,2017-03-01,,Two year,Yes,Credit card (automatic),46.35,1662.05,DSL,Yes,No,No,Yes,Yes,No,Female,0,Yes,Yes,No,0
6800,2018-06-01,2019-10-01,Month-to-month,Yes,Electronic check,84.75,1350.15,Fiber optic,No,No,No,No,Yes,No,Female,1,No,No,Yes,1
6802,2016-05-01,,One year,No,Credit card (automatic),78.75,3600.65,DSL,No,Yes,Yes,No,Yes,Yes,Male,0,Yes,Yes,Yes,0
6804,2018-09-01,,Month-to-month,Yes,Electronic check,83.55,1329.15,Fiber optic,No,Yes,No,No,Yes,No,Female,0,No,No,No,0
6806,2019-11-01,2019-12-01,Month-to-month,Yes,Electronic check,45.7,45.7,DSL,No,No,No,No,No,No,Female,0,Yes,Yes,No,1
6807,2018-04-01,,One year,No,Mailed check,19.6,422.5,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
6809,2019-10-01,2019-11-01,Month-to-month,Yes,Electronic check,69.95,69.95,Fiber optic,No,No,No,No,No,No,Female,1,No,No,No,1
6811,2014-07-01,,Two year,No,Mailed check,67.85,4627.65,DSL,Yes,No,Yes,Yes,No,Yes,Male,0,Yes,Yes,No,0
6813,2014-07-01,,Two year,Yes,Bank transfer (automatic),105.65,6717.9,Fiber optic,No,No,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
6815,2019-08-01,2019-10-01,Month-to-month,No,Electronic check,44.6,97.1,DSL,No,No,No,No,Yes,Yes,Female,0,Yes,No,No,1
6817,2017-12-01,2019-11-01,Month-to-month,Yes,Electronic check,74.95,1710.45,Fiber optic,No,No,No,No,No,No,Male,0,No,No,Yes,1
6819,2019-02-01,2019-12-01,Month-to-month,No,Electronic check,86.45,830.85,Fiber optic,No,No,No,No,No,Yes,Female,0,No,No,Yes,1
6821,2016-12-01,,Two year,No,Bank transfer (automatic),20.4,743.5,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,No,0
6823,2019-10-01,2019-11-01,Month-to-month,Yes,Mailed check,45.3,45.3,DSL,No,No,No,No,No,No,Female,0,No,No,No,1
6827,2014-04-01,2019-11-01,One year,No,Electronic check,104.1,7040.85,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,0,Yes,No,Yes,1
6828,2015-10-01,,One year,Yes,Mailed check,75.4,3865.45,DSL,Yes,Yes,No,No,Yes,Yes,Male,0,Yes,No,No,0
6830,2014-12-01,,Two year,No,Mailed check,108.15,6825.65,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,No,0
6831,2018-10-01,,Month-to-month,Yes,Electronic check,86.25,1340.1,Fiber optic,No,Yes,No,No,No,Yes,Female,0,No,No,No,0
6833,2019-05-01,2019-10-01,Month-to-month,Yes,Electronic check,81.0,371.65,Fiber optic,No,Yes,No,No,No,No,Female,1,Yes,No,Yes,1
6835,2019-02-01,,One year,No,Electronic check,95.7,1184.0,Fiber optic,No,No,Yes,No,Yes,Yes,Male,0,No,No,No,0
6837,2014-02-01,,Two year,Yes,Bank transfer (automatic),116.85,8477.7,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
8882,2019-12-01,,Month-to-month,No,Mailed check,24.3,38.45,DSL,No,No,No,No,No,No,Male,0,No,No,No,0
8952,2020-01-01,,Month-to-month,No,Mailed check,19.1,19.1,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
8954,2014-01-01,2020-01-01,Two year,Yes,Electronic check,103.4,7372.65,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,0,Yes,Yes,Yes,1
6838,2014-03-01,,One year,No,Bank transfer (automatic),105.75,7382.85,Fiber optic,No,Yes,No,Yes,Yes,Yes,Male,1,No,No,Yes,0
6839,2018-02-01,,One year,No,Mailed check,20.15,456.85,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,No,0
6841,2018-11-01,,Two year,No,Mailed check,19.6,331.6,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
6842,2014-03-01,2019-10-01,One year,Yes,Credit card (automatic),90.6,6056.15,Fiber optic,Yes,Yes,No,No,No,Yes,Male,0,Yes,No,No,1
6844,2019-12-01,,Month-to-month,No,Bank transfer (automatic),60.95,134.6,DSL,Yes,Yes,No,No,No,No,Male,0,No,Yes,Yes,0
6845,2019-09-01,,Month-to-month,No,Mailed check,25.05,125.5,DSL,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
6847,2018-08-01,2019-11-01,Month-to-month,No,Electronic check,88.15,1390.6,Fiber optic,No,No,No,No,Yes,Yes,Female,0,Yes,No,No,1
6848,2019-09-01,2019-10-01,Month-to-month,Yes,Mailed check,20.2,20.2,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,1
6849,2016-09-01,,One year,Yes,Bank transfer (automatic),60.3,2511.3,DSL,Yes,Yes,Yes,No,No,No,Male,0,Yes,Yes,No,0
6850,2016-07-01,,Month-to-month,Yes,Electronic check,63.95,2737.05,DSL,Yes,Yes,No,No,No,Yes,Female,0,No,Yes,No,0
6852,2020-01-01,,Month-to-month,No,Electronic check,74.3,74.3,Fiber optic,No,No,No,No,No,No,Male,1,Yes,No,Yes,0
6853,2020-01-01,,Month-to-month,Yes,Mailed check,70.6,70.6,Fiber optic,No,No,No,No,No,No,Female,1,No,No,No,0
6855,2017-11-01,2020-01-01,Month-to-month,Yes,Electronic check,90.8,2361.8,Fiber optic,No,No,No,No,Yes,Yes,Female,0,Yes,Yes,No,1
6858,2018-02-01,2019-12-01,Month-to-month,Yes,Electronic check,79.35,1730.35,Fiber optic,No,Yes,No,No,No,No,Male,0,No,No,Yes,1
6860,2014-03-01,,Two year,No,Bank transfer (automatic),90.55,6404.0,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,No,Yes,0
6861,2019-07-01,,Two year,No,Mailed check,19.45,165.35,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
6863,2017-10-01,,Month-to-month,No,Bank transfer (automatic),64.45,1867.6,DSL,No,Yes,Yes,Yes,No,No,Female,1,No,No,Yes,0
6865,2018-10-01,,Month-to-month,No,Electronic check,69.65,1043.3,Fiber optic,No,No,No,No,No,No,Male,1,No,No,No,0
6867,2019-07-01,,One year,No,Mailed check,19.5,128.6,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
6869,2014-05-01,,Two year,Yes,Bank transfer (automatic),110.5,7455.45,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Female,0,No,No,Yes,0
6871,2020-01-01,,Month-to-month,No,Mailed check,24.7,24.7,DSL,No,No,No,No,No,No,Female,0,No,Yes,No,0
6873,2019-11-01,,Month-to-month,Yes,Electronic check,77.4,206.15,DSL,Yes,No,Yes,No,Yes,Yes,Male,0,No,No,No,0
6875,2018-03-01,2019-12-01,Month-to-month,Yes,Bank transfer (automatic),96.8,2030.3,Fiber optic,No,No,Yes,No,Yes,Yes,Male,1,No,No,No,1
6876,2014-05-01,,Month-to-month,Yes,Bank transfer (automatic),85.4,5869.4,Fiber optic,No,Yes,Yes,No,No,No,Female,0,Yes,No,Yes,0
6878,2014-03-01,,Two year,Yes,Bank transfer (automatic),47.6,3377.8,DSL,Yes,Yes,Yes,Yes,No,No,Female,0,Yes,No,No,0
6880,2014-05-01,,Two year,No,Mailed check,19.4,1346.2,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
6881,2016-02-01,,Month-to-month,Yes,Electronic check,103.85,4946.05,Fiber optic,No,No,Yes,Yes,Yes,Yes,Female,0,No,No,Yes,0
6883,2016-02-01,2020-01-01,Month-to-month,Yes,Bank transfer (automatic),83.35,4065.0,Fiber optic,No,Yes,Yes,No,No,No,Male,0,Yes,No,Yes,1
6885,2019-11-01,2020-01-01,Month-to-month,Yes,Electronic check,49.4,106.55,DSL,No,No,No,No,No,No,Female,0,No,No,Yes,1
6887,2016-05-01,,Month-to-month,Yes,Credit card (automatic),108.45,4964.7,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Male,0,No,No,Yes,0
6889,2015-11-01,,Month-to-month,No,Bank transfer (automatic),81.0,4085.75,Fiber optic,No,Yes,No,No,No,No,Male,0,No,No,Yes,0
6891,2018-02-01,2019-12-01,Month-to-month,Yes,Electronic check,79.2,1742.75,DSL,Yes,No,No,Yes,Yes,Yes,Female,0,Yes,No,Yes,1
6893,2014-02-01,,Two year,No,Bank transfer (automatic),86.65,6224.8,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,No,No,Yes,0
6895,2017-01-01,,Month-to-month,Yes,Electronic check,92.95,3415.25,Fiber optic,No,Yes,Yes,No,Yes,No,Male,0,Yes,Yes,Yes,0
6897,2014-03-01,,Two year,No,Electronic check,90.35,6325.25,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,0
6899,2019-04-01,2019-11-01,Month-to-month,No,Electronic check,48.7,340.25,DSL,No,No,Yes,No,No,No,Male,0,Yes,Yes,No,1
